FACTION,COMMANDER,ASSAULT OBJECTIVE,DEFENSE OBJECTIVE,NAVIGATION OBJECTIVE,FLAGSHIP,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,SHIP #2,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,SHIP #3,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,SHIP #4,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,SHIP #5,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,SHIP #6,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,SHIP #7,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,SHIP #8,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,SHIP #9,UPGRADE,UPGRADE,SHIP TOTAL,SQUADRON #1,SQUADRON #2,SQUADRON #3,SQUADRON #4,SQUADRON #5,SQUADRON #6,SQUADRON #7,SQUADRON #8,SQUADRON #9,SQUADRON #10,SQUADRON #11,SQUADRON #12,SQUADRON #13,SQUADRON #14,SQUADRON #15,SQUADRON #16,SQUADRON #17,SQUADRON #18,SQUADRON TOTAL,LIST TOTAL,
Rebel,Admiral Ackbar,,,,CR90-A,Jaina's Light,"Turbolaser Reroute 
Circuits",,,,,,,,,,"Assault Frigate
Mk2B",Gunnery Team,Proximity Mines,"Electronic 
Countermeasures","Linked Turbolaser
Towers",,,,,,"Assault Frigate
Mk2B",Gunnery Team,Proximity Mines,"Electronic 
Countermeasures","Linked Turbolaser
Towers",,,,"GR-75 Medium
Transports",Munitions Resupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,A-wing (Shara Bey),"A-wing (Tycho 
Celchu)","X-wing (Rogue 
Squadron)",X-wing,YT-2400,VCX-100 Freighter,,,,,,,,,,,,,91,397,
Rebel,Krysta Agate,Most Wanted,Planetary Ion Cannon,Solar Corona,"MC80 Battle
Cruiser",Mon Karren,Expert Shield Tech,Gunnery Team,"Auxiliary 
Shield Teams",Leading Shots,Spinal Armament,XX-9 Turbolasers,,,,,CR90-A,Jaina's Light,Ezra Bridger,"Turbolaser Reroute 
Circuits",,,,,,,"Nebulon-B
Escort",Vanguard,General Draven (off),"Auxiliary 
Shield Teams",Ruthless Strategists,"Linked Turbolaser
Towers",,,"GR-75 Medium
Transports",Bright Hope,Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,A-wing (Shara Bey),"A-wing (Tycho 
Celchu)","Millennium Falcon 
(Lando Calrissian)","X-wing (Rogue 
Squadron)",,,,,,,,,,,,,,,70,395,
Republic,Anakin Skywalker,Most Wanted,Capture the VIP,Salvage Run,Acclamator 2,Implacable,Clone Captain Silver,Thermal Shields,Ordnance Pods,"Linked Turbolaser
Towers",,,,,,,Venator 1,Tranquility,Chart Officer,Boarding Troopers,External Racks,Shields to Maximum!,,,,,Pelta Transport,TB-73,Adi Gallia,"Electronic 
Countermeasures",Jamming Field,,,,Pelta Transport,Hondo Ohnaka,Projection Experts,Parts Resupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,"V-19
(Axe)","V-19
(Kickback)",V-19,,,,,,,,,,,,,,,,45,400,
Republic,Admiral Tarkin,,,,Venator 1,Tranquility,Ordnance Experts,Flak Guns,"Assault Proton 
Torpedoes",Swivel-Mount Batteries,"Intensify
Firepower",,,,,,Pelta Transport,TB-73,Projection Experts,Munitions Resupply,,,,,,,Charger c70,Clone Captain Zak,"Linked Turbolaser
Towers",,,,,,Charger c70,Clone Navigation Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,"Delta-7
(Anakin Skywalker)","V-19
(Axe)","Delta-7
(Ahsoka Tano)",V-19,,,,,,,,,,,,,,,76,393,
Rebel,Commander Sato,Most Wanted,Hyperspace Assault,Infested Fields,"Nebulon-B
Escort",Salvation,Intel Officer,Spinal Armament,,,,,,,,,"MC30c
Scout",Foresight,Skilled First Officer,Ordnance Experts,"Assault Proton 
Torpedoes",Spinal Armament,,,,,"MC30c
Scout",Lando Calrissian,Ordnance Experts,"Assault Proton 
Torpedoes",Spinal Armament,,,,"GR-75 Medium
Transports",Bright Hope,Ahsoka Tano (reb),Parts Resupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,A-wing (Shara Bey),"A-wing (Tycho 
Celchu)",A-wing,A-wing,A-wing,A-wing,,,,,,,,,,,,,77,394,
Rebel,Admiral Ackbar,,,,"MC80 Assault
Cruiser",Home One,Lando Calrissian,Advanced Projectors,"Electronic 
Countermeasures",XI7 Turbolasers,,,,,,,"Assault Frigate
Mk2A",Paragon,Flak Guns,Reactive Gunnery,DBY-827 Heavy Turbolasers,,,,,,CR90-A,Jaina's Light,"Turbolaser Reroute 
Circuits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,A-wing (Shara Bey),"A-wing (Tycho 
Celchu)",A-wing,A-wing,X-wing,,,,,,,,,,,,,,68,399,
Empire,Admiral Ozzel,Surprise Attack,Planetary Ion Cannon,Superior Positions,Raider 2,Corvus,Commander Beck,"Weapons Battery
Techs",Disposable Capacitors,"Heavy Ion
Emplacements",,,,,,,"Quasar
Fire 1",Squall,Skilled First Officer,Flight Controllers,"Reserve
Hangar Deck",Disposable Capacitors,,,,,Victory 2,Harrow,Commander Vanto,Gunnery Team,Engine Techs,Disposable Capacitors,"Heavy Ion
Emplacements",XI7 Turbolasers,"Gozanti
Cruisers",Hondo Ohnaka,Boosted Comms,Parts Resupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,"TIE Fighter 
(Valen Rudor)","TIE Fighter 
(Mauler Mithel)","TIE Fighter 
(Howlrunner)",TIE Fighter,TIE Fighter,TIE Interceptor,TIE Bomber,,,,,,,,,,,,80,400,
Empire,Admiral Ozzel,,,,ISD Cymoon,Relentless,Reeva Demesne,Gunnery Team,"Reserve
Hangar Deck",Spinal Armament,"Linked Turbolaser
Towers",,,,,,Gladiator 1,Demolisher,Iden Versio,Ordnance Experts,"Auxiliary 
Shield Teams",External Racks,,,,,"Gozanti
Cruisers",Vector,"Expanded 
Hangar Bay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,"TIE Defender 
(Darth Vader)","TIE Fighter 
(Mauler Mithel)",Slave I (Boba Fett),"Hound's Tooth 
(Bossk)",TIE Interceptor,TIE Interceptor,TIE Interceptor,,,,,,,,,,,,122,400,
Republic,Admiral Yularen,Precision Strike,Fighter Ambush,Superior Positions,Pelta Transport,TB-73,Adi Gallia,Parts Resupply,,,,,,,,,Pelta Transport,"Fighter Coordination 
Team","Bomber Command 
Center",,,,,,,,Pelta Medical,Clone Navigation Officer,"Fighter Coordination 
Team",Boosted Comms,,,,,Pelta Medical,Clone Navigation Officer,"Fighter Coordination 
Team","Expanded 
Hangar Bay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,"Delta-7
(Anakin Skywalker)","V-19
(Axe)","Delta-7
(Ahsoka Tano)",BTL-B Y-Wing,ARC-170,ARC-170,ARC-170,ARC-170,,,,,,,,,,,134,391,
Rebel,Admiral Raddus,Most Wanted,Planetary Ion Cannon,Infested Fields,"MC80 Star
Cruiser",Lando Calrissian,Engine Techs,Point Defense Ion Cannons,XI7 Turbolasers,,,,,,,,"MC75 Armored
Cruiser",Profundity,Walex Blissex,Boarding Troopers,"Electronic 
Countermeasures",External Racks,Point Defense Ion Cannons,"Quad Battery 
Turrets",,,CR90-B,Hondo Ohnaka,Overload Pulse,,,,,,"GR-75 Medium
Transports",Ahsoka Tano (reb),Parts Resupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,A-wing (Shara Bey),"A-wing (Tycho 
Celchu)",,,,,,,,,,,,,,,,,33,388,
Rebel,General Cracken,Ion Storm,Capture the VIP,Intel Sweep,CR90-A,Jaina's Light,"Turbolaser Reroute 
Circuits",,,,,,,,,,CR90-A,Ezra Bridger,"Turbolaser Reroute 
Circuits",,,,,,,,CR90-A,"Turbolaser Reroute 
Circuits",,,,,,,CR90-A,"Turbolaser Reroute 
Circuits",,,,,,"GR-75 Medium
Transports",Bright Hope,Toryn Farr,Boosted Comms,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,"Millennium Falcon 
(Lando Calrissian)",A-wing (Shara Bey),"E-wing (Corran 
Horn)","Moldy Crow 
(Jan Ors)","X-wing (Rogue 
Squadron)",YT-2400,YT-2400,,,,,,,,,,,,127,393,
Empire,Admiral Ozzel,Most Wanted,Hyperspace Assault,Superior Positions,ISD 2,Reeva Demesne,Local Fire Control,"Reserve
Hangar Deck","Electronic 
Countermeasures",Point Defense Ion Cannons,"Linked Turbolaser
Towers",,,,,,Gladiator 1,Demolisher,Iden Versio,Ordnance Experts,Engine Techs,External Racks,,,,,"Gozanti
Cruisers","Reserve
Hangar Deck",Parts Resupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,"Lambda-class Shuttle 
(Colonel Jendon)","TIE Defender 
(Maarek Stele)","TIE Defender 
(Darth Vader)","Punishing One 
(Dengar)",TIE Interceptor,TIE Interceptor,,,,,,,,,,,,,108,394,
Rebel,General Cracken,Most Wanted,Capture the VIP,Doomed Station,"MC30c
Torpedo",Foresight,Expert Shield Tech,Ordnance Experts,"Reinforced 
Blast Doors",External Racks,H9 Turbolasers,,,,,,"Assault Frigate
Mk2B",Skilled First Officer,Boarding Troopers,"Electronic 
Countermeasures","Linked Turbolaser
Towers",,,,,,CR90-A,Jaina's Light,"Turbolaser Reroute 
Circuits",,,,,,"GR-75 Medium
Transports",Ezra Bridger,"Reserve
Hangar Deck",Comms Net,,,,"GR-75 Medium
Transports",Ahsoka Tano (reb),"Reserve
Hangar Deck",Parts Resupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,"Millennium Falcon 
(Lando Calrissian)","A-wing (Tycho 
Celchu)","Shadow Caster 
(Ketsu Onyo)",Z-95,Z-95,Z-95,,,,,,,,,,,,,82,400,
Empire,Admiral Piett,Surprise Attack,Asteroid Tactics,Solar Corona,"Star Dreadnought
Assault Prototype",Ravager,Captain Brunson,Governor Pryce,Intel Officer,Gunnery Team,Quad Laser Turrets,"Point Defense 
Reroute",SW-7 Ion Batteries,"Quad Turbolaser 
Cannons","Linked Turbolaser
Towers",,"Gozanti
Cruisers","Darth Vader 
(Officer)",Comms Net,,,,,,,,"Gozanti
Cruisers",Repair Crews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,,,,,,,,,,,,,,,,,,,0,391,
Empire,General Romodi,Most Wanted,Rift Ambush,Solar Corona,"Onager Star 
Destroyer",Veteran Gunners,Ordnance Experts,XI7 Turbolasers,"Orbital Bombardment
Particle Cannons",,,,,,,,ISD Kuat,"Admiral Ozzel
(Officer)",Boarding Troopers,"Electronic 
Countermeasures",Point Defense Ion Cannons,External Racks,,,,,Gladiator 1,Demolisher,Ordnance Experts,External Racks,,,,,"Gozanti
Cruisers","Darth Vader 
(Officer)",Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,0,400,
Empire,Admiral Piett,Most Wanted,Asteroid Tactics,Superior Positions,ISD 2,Captain Brunson,Flight Controllers,Boosted Comms,"Electronic 
Countermeasures",Leading Shots,,,,,,,Raider 1,Ordnance Experts,External Racks,,,,,,,,"Gozanti
Cruisers",Hondo Ohnaka,Comms Net,,,,,,"Gozanti
Cruisers","Reserve
Hangar Deck","Bomber Command 
Center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,"Lambda-class Shuttle 
(Colonel Jendon)","TIE Defender 
(Maarek Stele)","TIE Fighter 
(Mauler Mithel)","JumpMaster 5000
(Tel Trevura)",TIE Interceptor,TIE Interceptor,TIE Bomber,TIE Bomber,,,,,,,,,,,113,400,
Rebel,General Cracken,Most Wanted,Asteroid Tactics,Infested Fields,CR90-A,Jaina's Light,"Turbolaser Reroute 
Circuits",,,,,,,,,,CR90-A,"Turbolaser Reroute 
Circuits",,,,,,,,,CR90-A,"Turbolaser Reroute 
Circuits",,,,,,,CR90-A,"Turbolaser Reroute 
Circuits",,,,,,CR90-A,"Turbolaser Reroute 
Circuits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,"Millennium Falcon 
(Lando Calrissian)",A-wing (Shara Bey),"A-wing (Tycho 
Celchu)","Shadow Caster 
(Ketsu Onyo)",YT-2400,YT-2400,,,,,,,,,,,,,110,393,
Empire,Admiral Sloane,Advanced Gunnery,Planetary Ion Cannon,Infested Fields,"Quasar
Fire 1",Squall,Hondo Ohnaka,Flight Controllers,"Expanded 
Hangar Bay",Boosted Comms,,,,,,,ISD 2,Relentless,Captain Needa,Boarding Troopers,"Electronic 
Countermeasures",Point Defense Ion Cannons,"Linked Turbolaser
Towers",,,,"Gozanti
Cruisers",Commander Woldar,Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,"Lambda-class Shuttle 
(Colonel Jendon)","TIE Defender 
(Maarek Stele)","TIE Defender 
(Darth Vader)","TIE Interceptor 
(Saber Squadron)","TIE Fighter 
(Black Squadron)",TIE Defender,TIE Fighter,"Lambda-class 
Shuttle",,,,,,,,,,,126,399,
Republic,Admiral Tarkin,Most Wanted,Contested Outpost,Dangerous Territory,Venator 1,Tranquility,SPHA-T,Ordnance Pods,DBY-827 Heavy Turbolasers,"Intensify
Firepower",,,,,,,Venator 1,Adi Gallia,SPHA-T,Ordnance Pods,DBY-827 Heavy Turbolasers,Mercy Mission,,,,,Pelta Transport,Projection Experts,Comms Net,,,,,,Pelta Transport,Projection Experts,Parts Resupply,,,,,"Consular Armed
Cruiser",Radiant VII,Parts Resupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,0,400,
Empire,Admiral Sloane,Most Wanted,Fighter Ambush,Superior Positions,Raider 1,Corvus,Hondo Ohnaka,,,,,,,,,,"Quasar
Fire 1",Squall,Skilled First Officer,Flight Controllers,Boosted Comms,,,,,,"Arquitens
Command Cruiser",Centicore,Captain Needa,Engine Techs,,,,,"Gozanti
Cruisers","Reserve
Hangar Deck",Comms Net,,,,,"Gozanti
Cruisers","Reserve
Hangar Deck",Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,"Lambda-class Shuttle 
(Colonel Jendon)","TIE Defender 
(Maarek Stele)","TIE Defender 
(Darth Vader)","TIE Fighter 
(Valen Rudor)","TIE Interceptor 
(Saber Squadron)",TIE Defender,TIE Interceptor,TIE Interceptor,,,,,,,,,,,129,397,
Empire,Admiral Piett,Most Wanted,Planetary Ion Cannon,Solar Corona,"Star Dreadnought
Assault Prototype",Ravager,Commander Vanto,Reeva Demesne,Captain Brunson,Gunnery Team,Quad Laser Turrets,"Point Defense 
Reroute",Leading Shots,"High-Capacity 
Ion Turbines","Linked Turbolaser
Towers",XI7 Turbolasers,"Gozanti
Cruisers","Darth Vader 
(Officer)",Repair Crews,,,,,,,,"Gozanti
Cruisers",Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,,,,,,,,,,,,,,,,,,,0,393,
Rebel,Krysta Agate,Surprise Attack,Fleet Ambush,Superior Positions,Starhawk 2,Raymus Antilles,Weapons Liaison,Sensor Team,Boosted Comms,"High-Capacity 
Ion Turbines","Linked Turbolaser
Towers",,,,,,"GR-75 Medium
Transports",Bright Hope,Toryn Farr,Boosted Comms,Comms Net,,,,,,"GR-75 Medium
Transports",Ahsoka Tano (reb),Boosted Comms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,"X-wing (Hera 
Syndula)","X-wing (Biggs 
Darklighter)","Mandalorian Gauntlet
(Fenn Rau)","Moldy Crow 
(Jan Ors)",X-wing,X-wing,X-wing,,,,,,,,,,,,124,390,
Rebel,Admiral Ackbar,Most Wanted,Planetary Ion Cannon,Infested Fields,"Assault Frigate
Mk2B",Intel Officer,"Caitken and 
Shollan","Electronic 
Countermeasures",Slaved Turrets,,,,,,,,CR90-A,Jaina's Light,"Turbolaser Reroute 
Circuits",,,,,,,,CR90-A,Ezra Bridger,"Turbolaser Reroute 
Circuits",,,,,,CR90-A,"Turbolaser Reroute 
Circuits",,,,,,"GR-75 Medium
Transports",Ahsoka Tano (reb),Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,"Millennium Falcon 
(Lando Calrissian)",A-wing (Shara Bey),"A-wing (Tycho 
Celchu)","Shadow Caster 
(Ketsu Onyo)",,,,,,,,,,,,,,,78,394,
Republic,Luminara Unduli,Most Wanted,Contested Outpost,Superior Positions,Venator 2,Tranquility,Adi Gallia,Flight Controllers,Thermal Shields,External Racks,,,,,,,Acclamator 2,Clone Navigation Officer,Clone Gunners,Thermal Shields,External Racks,,,,,,Acclamator 2,Clone Navigation Officer,Clone Gunners,Thermal Shields,External Racks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,"Delta-7
(Plo Koon)",V-19,V-19,V-19,V-19,,,,,,,,,,,,,,72,398,
Separatist,Count Dooku,Ion Storm,"Abandoned Mining
Facility",Volatile Deposits,"Munificent-class
Star Frigate",Tide of Progress XII,Wat Tambor,Medical Team,Thermal Shields,Point Defense Ion Cannons,"Linked Turbolaser
Towers",,,,,,"Recusant-class 
Light Destroyer",Patriot Fist,Tikkes,Sensor Team,"Reserve
Hangar Deck","Turbolaser Reroute 
Circuits",,,,,"Munificent-class
Comms Frigate",Rune Haako,Projection Experts,"Reserve
Hangar Deck",Point Defense Ion Cannons,"Linked Turbolaser
Towers",,,Gozanti (CIS),"Weapons Battery
Techs","Ion Cannon 
Batteries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,Droid Tri-Fighter,Droid Tri-Fighter,,,,,,,,,,,,,,,,,22,392,
Rebel,Krysta Agate,Surprise Attack,Contested Outpost,Infested Fields,"MC80 Star
Cruiser",Mon Karren,Raymus Antilles,"Caitken and 
Shollan","Auxiliary 
Shield Teams",Point Defense Ion Cannons,XX-9 Turbolasers,Spinal Armament,,,,,CR90-A,Jaina's Light,Ahsoka Tano (reb),"Turbolaser Reroute 
Circuits",,,,,,,CR90-A,"Turbolaser Reroute 
Circuits",,,,,,,"GR-75 Medium
Transports",Bright Hope,Adar Tallon,Boosted Comms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,"Millennium Falcon 
(Lando Calrissian)",A-wing (Shara Bey),"A-wing (Tycho 
Celchu)","Shadow Caster 
(Ketsu Onyo)",Y-wing,Y-wing,,,,,,,,,,,,,98,399,
Republic,Bail Organa,Precision Strike,Asteroid Tactics,Superior Positions,Venator 2,Adi Gallia,Ruthless Strategists,Flag Bridge,Thermal Shields,Ordnance Pods,"Linked Turbolaser
Towers",Mercy Mission,,,,,Pelta Medical,TB-73,Clone Navigation Officer,Projection Experts,Boosted Comms,"Bomber Command 
Center",,,,,"Consular Armed
Cruiser",Radiant VII,Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,"Delta-7
(Anakin Skywalker)","V-19
(Axe)",V-19,V-19,BTL-B Y-Wing,BTL-B Y-Wing,BTL-B Y-Wing,BTL-B Y-Wing,BTL-B Y-Wing,BTL-B Y-Wing,,,,,,,,,125,391,
Rebel,General Dodonna,Most Wanted,Capture the VIP,Superior Positions,CR90-A,Tantive IV,Raymus Antilles,,,,,,,,,,Providence (Reb),Flight Commander,Toryn Farr,Ordnance Experts,"Rapid Launch 
Bays",Flight Controllers,"Expanded 
Hangar Bay","Fighter Coordination 
Team",Engine Techs,,"Pelta
Command",Flight Commander,"Fighter Coordination 
Team",Boosted Comms,"All Fighters, 
Follow Me!",,,,"GR-75 Medium
Transports","Bomber Command 
Center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,B-wing,B-wing,B-wing,Y-wing,Y-wing,Y-wing,Y-wing,,,,,,,,,,,,82,394,
Rebel,Admiral Raddus,Most Wanted,Planetary Ion Cannon,Superior Positions,CR90-A,Jaina's Light,Hondo Ohnaka,"Turbolaser Reroute 
Circuits",,,,,,,,,"MC80 Command
Cruiser",Defiance,Ezra Bridger,"Rapid Launch 
Bays",External Racks,Point Defense Ion Cannons,"Quad Battery 
Turrets",,,,"GR-75 Medium
Transports",Adar Tallon,Boosted Comms,,,,,,"GR-75 Medium
Transports",Bright Hope,Toryn Farr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,"X-wing (Wedge 
Antilles)","Y-wing (Dutch 
Vander)","Y-wing (Norra 
Wexley)","Moldy Crow 
(Jan Ors)","Y-wing (Gold 
Squadron)",B-wing,B-wing,VCX-100 Freighter,,,,,,,,,,,126,399,
Rebel,Commander Sato,Most Wanted,Planetary Ion Cannon,Intel Sweep,CR90-A,Jaina's Light,Lando Calrissian,,,,,,,,,,"MC30c
Scout",Hondo Ohnaka,Ordnance Experts,Advanced Projectors,"Assault Proton 
Torpedoes",Spinal Armament,,,,,"MC30c
Scout",Foresight,Walex Blissex,Ordnance Experts,Wide-Area Barrage,Spinal Armament,,,"GR-75 Combat
Retrofits",Bright Hope,Ahsoka Tano (reb),Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,A-wing (Shara Bey),"A-wing (Tycho 
Celchu)","Shadow Caster 
(Ketsu Onyo)",A-wing,YT-2400,VCX-100 Freighter,,,,,,,,,,,,,97,395,
Rebel,Admiral Raddus,Most Wanted,Planetary Ion Cannon,Solar Corona,"MC75 Armored
Cruiser",Profundity,Ezra Bridger,"Caitken and 
Shollan","Electronic 
Countermeasures",External Racks,Point Defense Ion Cannons,"Linked Turbolaser
Towers",,,,,"MC80 Star
Cruiser",Mon Karren,Raymus Antilles,Gunnery Team,Engine Techs,Point Defense Ion Cannons,"Linked Turbolaser
Towers",Spinal Armament,,,CR90-B,Dodonna's Pride,,,,,,,"GR-75 Medium
Transports",Comms Net,,,,,,"GR-75 Medium
Transports",Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,,,,,,,,,,,,,,,,,,,0,397,
Rebel,Krysta Agate,Close-Range Intel Scan,,,Starhawk 1,Amity,Major Derlin,Adar Tallon,Flight Controllers,Boosted Comms,Point Defense Ion Cannons,"Enhanced 
Armament","Magnite Crystal
Tractor Beam Array",,,,"GR-75 Medium
Transports",Toryn Farr,Boosted Comms,"Bomber Command 
Center",,,,,,,"GR-75 Medium
Transports",Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,"Y-wing (Dutch 
Vander)","X-wing (Wedge 
Antilles)",X-wing,B-wing,B-wing,B-wing,B-wing,B-wing,,,,,,,,,,,118,397,
Rebel,Admiral Ackbar,,Planetary Ion Cannon,Solar Corona,"Assault Frigate
Mk2B",Intel Officer,"Caitken and 
Shollan","Reserve
Hangar Deck","Electronic 
Countermeasures",,,,,,,,"Assault Frigate
Mk2B",Intel Officer,Gunnery Team,"Reserve
Hangar Deck","Reinforced 
Blast Doors","Linked Turbolaser
Towers",,,,,"Assault Frigate
Mk2B",Intel Officer,Gunnery Team,"Reserve
Hangar Deck","Reinforced 
Blast Doors","Linked Turbolaser
Towers",,,"GR-75 Medium
Transports",Bright Hope,Ahsoka Tano (reb),Munitions Resupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,"A-wing (Tycho 
Celchu)",Z-95,Z-95,Z-95,,,,,,,,,,,,,,,37,397,
Empire,General Romodi,Most Wanted,Hyperspace Assault,Infested Fields,"Arquitens
Light Cruiser",Captain Needa,"Dual Turbolaser 
Turrets",,,,,,,,,,"Arquitens
Light Cruiser",Expert Shield Tech,"Dual Turbolaser 
Turrets",,,,,,,,"Arquitens
Light Cruiser",Expert Shield Tech,"Dual Turbolaser 
Turrets",,,,,,Gladiator 1,Demolisher,Skilled First Officer,Ordnance Experts,"Assault Proton 
Torpedoes",,,"Gozanti
Cruisers",Munitions Resupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,"TIE Defender 
(Maarek Stele)","TIE Defender 
(Darth Vader)","TIE Interceptor 
(Soontir Fel)","JumpMaster 5000
(Tel Trevura)",,,,,,,,,,,,,,,81,399,
Empire,Admiral Motti,Most Wanted,Jamming Barrier,Dangerous Territory,ISD Cymoon,Relentless,Gunnery Team,"Linked Turbolaser
Towers",Spinal Armament,"Intensify
Firepower",,,,,,,"Onager Star 
Destroyer",Governor Pryce,"Linked Turbolaser
Towers","Superheavy Composite
Beam Turbolasers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,"TIE Bomber 
(Captain Jonus)",Firespray-31,Firespray-31,Firespray-31,Firespray-31,,,,,,,,,,,,,,88,397,
Empire,Admiral Ozzel,Most Wanted,Hyperspace Assault,Infested Fields,"Arquitens
Light Cruiser",Captain Needa,"Turbolaser Reroute 
Circuits",,,,,,,,,,"Arquitens
Light Cruiser",Director Krennic,Slaved Turrets,,,,,,,,Gladiator 2,Demolisher,Captain Brunson,Ordnance Experts,Engine Techs,External Racks,,,"Gozanti
Cruisers",Hondo Ohnaka,Boosted Comms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,"Lambda-class Shuttle 
(Colonel Jendon)","TIE Defender 
(Maarek Stele)","TIE Defender 
(Darth Vader)","JumpMaster 5000
(Tel Trevura)","TIE Interceptor 
(Saber Squadron)",Firespray-31,,,,,,,,,,,,,113,390,
Rebel,General Dodonna,Surprise Attack,Rift Ambush,Infested Fields,"MC75 Armored
Cruiser",Walex Blissex,Flight Controllers,Boosted Comms,"Electronic 
Countermeasures",Point Defense Ion Cannons,,,,,,,"Assault Frigate
Mk2B",Flight Controllers,Boosted Comms,,,,,,,,"GR-75 Medium
Transports",Hondo Ohnaka,"Expanded 
Hangar Bay","Bomber Command 
Center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,A-wing (Shara Bey),"A-wing (Tycho 
Celchu)","Y-wing (Dutch 
Vander)","Y-wing (Gold 
Squadron)",Y-wing,Y-wing,Y-wing,Y-wing,Y-wing,Y-wing,Y-wing,,,,,,,,131,396,
Empire,Admiral Motti,Advanced Gunnery,Fire Lanes,Sensor Net,ISD 2,Expert Shield Tech,Local Fire Control,"Electronic 
Countermeasures",Point Defense Ion Cannons,"Linked Turbolaser
Towers",,,,,,,ISD Kuat,Expert Shield Tech,Ordnance Experts,"Electronic 
Countermeasures",Point Defense Ion Cannons,"Assault Proton 
Torpedoes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,"Lambda-class Shuttle 
(Colonel Jendon)","TIE Defender 
(Darth Vader)","JumpMaster 5000
(Tel Trevura)","TIE Interceptor 
(Saber Squadron)","Lambda-class 
Shuttle",,,,,,,,,,,,,,89,396,
