ship_name,upgrade_name,frequency
Providence Carrier (105)!,Veteran Captain (3)!,6
Providence Carrier (105)!,Reserve Hangar Deck (4),1
Providence Carrier (105)!,Leading Shots (5),1
Providence Carrier (105)!,Invisible-hand (8),1
Providence Carrier (105)!,Defense Liaison (3),1
Providence Carrier (105)!,Turbolaser Reroute Circuits (7),1
Providence Carrier (105)!,Damage Control Officer (5)!,1
Providence Carrier (105)!,Lucid Voice (6),1
Gozanti Cruisers (27)!,NK-7 Ion Cannons (10)!,105
Gozanti Cruisers (27)!,Tikkes (2),362
Gozanti Cruisers (27)!,Flight Controllers (6),731
Gozanti Cruisers (27)!,Ordnance Experts (4),244
Gozanti Cruisers (27)!,Hondo Ohnaka (2),435
Gozanti Cruisers (27)!,Rune Haako (4),37
Gozanti Cruisers (27)!,Heavy Ion Emplacements (9),433
Gozanti Cruisers (27)!,Overload Pulse (8)!,287
Gozanti Cruisers (27)!,San Hill (3),28
Gozanti Cruisers (27)!,Shu Mai (4),3
Gozanti Cruisers (27)!,TI-99 (4),363
Gozanti Cruisers (27)!,Weapons Battery Techs (5)!,295
Gozanti Cruisers (27)!,High-Capacity Ion Turbines (8)!,145
Gozanti Cruisers (27)!,MS-1 Ion Cannons (2),171
Gozanti Cruisers (27)!,Chart Officer (2),8
Gozanti Cruisers (27)!,Gunnery Team (7),9
Gozanti Cruisers (27)!,Flight Commander (3),120
Gozanti Cruisers (27)!,Point Defense Ion Cannons (4)!,104
Gozanti Cruisers (27)!,Ruthless Strategists (4),64
Gozanti Cruisers (27)!,Wat Tambor (5)!,3
Gozanti Cruisers (27)!,Intel Officer (7),42
Gozanti Cruisers (27)!,Wing Commander (6),3
Gozanti Cruisers (27)!,Ion Cannon Batteries (5),235
Gozanti Cruisers (27)!,T-Series Tactical Droid (4),28
Gozanti Cruisers (27)!,SW-7 Ion Batteries (5),41
Gozanti Cruisers (27)!,Veteran Gunners (5),21
Gozanti Cruisers (27)!,Fire-Control Team (2),53
Gozanti Cruisers (27)!,Skilled First Officer (1),2
Gozanti Cruisers (27)!,Veteran Captain (3)!,8
Gozanti Cruisers (27)!,Sensor Team (5),1
Gozanti Cruisers (27)!,Tactical Expert (6),1
Gozanti Cruisers (27)!,Asajj Ventress (4)!,38
Gozanti Cruisers (27)!,Leading Shots (6)!,1
Gozanti Cruisers (27)!,Damage Control Officer (5)!,1
Gozanti Cruisers (27)!,Passel Argente (6),1
Gozanti Assault Carriers (28)!,Repair Crews (4)!,92
Gozanti Assault Carriers (28)!,Expanded Hangar Bay (5),70
Gozanti Assault Carriers (28)!,Vector (2),64
Gozanti Assault Carriers (28)!,Munitions Resupply (3),177
Gozanti Assault Carriers (28)!,Phylon Q7 Tractor Beams (6),6
Gozanti Assault Carriers (28)!,Comms Net (2),402
Gozanti Assault Carriers (28)!,Admiral Titus (2),43
Gozanti Assault Carriers (28)!,Proximity Mines (4),19
Gozanti Assault Carriers (28)!,Suppressor (4),143
Gozanti Assault Carriers (28)!,Darth Vader (1)!,175
Gozanti Assault Carriers (28)!,Hondo Ohnaka (2),107
Gozanti Assault Carriers (28)!,Reeva Demesne (4),7
Gozanti Assault Carriers (28)!,Slicer Tools (7),47
Gozanti Assault Carriers (28)!,Reserve Hangar Deck (3)!,124
Gozanti Assault Carriers (28)!,Parts Resupply (3),106
Gozanti Assault Carriers (28)!,Boosted Comms (4),89
Gozanti Assault Carriers (28)!,Bomber Command Center (8),86
Gozanti Assault Carriers (28)!,Point-Defense Reroute (5),3
Gozanti Assault Carriers (28)!,Skilled First Officer (1),15
Gozanti Assault Carriers (28)!,Emperor Palpatine (3),10
Gozanti Assault Carriers (28)!,Minister Tua (2),39
Gozanti Assault Carriers (28)!,Disposable Capacitors (3),19
Gozanti Assault Carriers (28)!,Electronic Countermeasures (7),35
Gozanti Assault Carriers (28)!,Jamming Field (2),14
Gozanti Assault Carriers (28)!,Early Warning System (7),2
Gozanti Assault Carriers (28)!,Chart Officer (2),2
Gozanti Assault Carriers (28)!,Wulff Yularen (7),4
Gozanti Assault Carriers (28)!,Director Isard (3),4
Gozanti Assault Carriers (28)!,Advanced Transponder Net (5),2
Gozanti Assault Carriers (28)!,Engineering Captain (6),3
Gozanti Assault Carriers (28)!,Flight Commander (3),19
Gozanti Assault Carriers (28)!,Commander Vanto (7),16
Gozanti Assault Carriers (28)!,Taskmaster Grint (5),8
Gozanti Assault Carriers (28)!,Agent Kallus (3),10
Gozanti Assault Carriers (28)!,Commander Woldar (4),8
Gozanti Assault Carriers (28)!,Admiral Chiraneau (10),10
Gozanti Assault Carriers (28)!,Weapons Liaison (3),1
Gozanti Assault Carriers (28)!,Admiral Montferrat (5),2
Gozanti Assault Carriers (28)!,Commander Gherant (2),3
Gozanti Assault Carriers (28)!,Intel Officer (7),14
Gozanti Assault Carriers (28)!,Quad Laser Turrets (5),12
Gozanti Assault Carriers (28)!,Wing Commander (6),3
Gozanti Assault Carriers (28)!,Instructor Goran (7),11
Gozanti Assault Carriers (28)!,Rapid Launch Bays (6),2
Gozanti Assault Carriers (28)!,Commandant Aresko (7),3
Gozanti Assault Carriers (28)!,Iden Versio (6),1
Gozanti Assault Carriers (28)!,Commander Beck (3),2
Gozanti Assault Carriers (28)!,Governor Pryce (7)!,2
Gozanti Assault Carriers (28)!,Expert Shield Tech (5),1
Gozanti Assault Carriers (28)!,Flak Guns (3),2
Gozanti Assault Carriers (28)!,Veteran Captain (3)!,1
Gozanti Assault Carriers (28)!,Redundant Shields (8),1
Gozanti Assault Carriers (28)!,Director Krennic (8),1
Gozanti Assault Carriers (28)!,Admiral Ozzel (2),2
Gozanti Assault Carriers (28)!,Cluster Bombs (5),1
Gozanti Assault Carriers (28)!,Captain Brunson (9),1
Hardcell Battle Refit (52)!,Early Warning System (7),202
Hardcell Battle Refit (52)!,Slaved Turrets (6),333
Hardcell Battle Refit (52)!,B2 Rocket Troopers (7),2196
Hardcell Battle Refit (52)!,Spinal Armament (9),318
Hardcell Battle Refit (52)!,Foreman's Labor (5),400
Hardcell Battle Refit (52)!,Beast of Burden (6),284
Hardcell Battle Refit (52)!,Chart Officer (2),59
Hardcell Battle Refit (52)!,Quad Laser Turrets (5),71
Hardcell Battle Refit (52)!,Linked Turbolaser Towers (7),2956
Hardcell Battle Refit (52)!,Reinforced Blast Doors (5),452
Hardcell Battle Refit (52)!,Turbolaser Reroute Circuits (7),746
Hardcell Battle Refit (52)!,Expert Shield Tech (5),141
Hardcell Battle Refit (52)!,San Hill (3),9
Hardcell Battle Refit (52)!,Veteran Captain (3)!,24
Hardcell Battle Refit (52)!,Dual Turbolaser Turrets (5)!,155
Hardcell Battle Refit (52)!,Reserve Hangar Deck (3)!,1293
Hardcell Battle Refit (52)!,Intel Officer (7),296
Hardcell Battle Refit (52)!,XI7 Turbolasers (6),130
Hardcell Battle Refit (52)!,Cluster Bombs (5),228
Hardcell Battle Refit (52)!,Shu Mai (4),36
Hardcell Battle Refit (52)!,Quad Battery Turrets (5),188
Hardcell Battle Refit (52)!,Hondo Ohnaka (2),159
Hardcell Battle Refit (52)!,Skilled First Officer (1),4
Hardcell Battle Refit (52)!,Rune Haako (4),18
Hardcell Battle Refit (52)!,Tikkes (2),116
Hardcell Battle Refit (52)!,Electronic Countermeasures (7),221
Hardcell Battle Refit (52)!,TI-99 (4),66
Hardcell Battle Refit (52)!,Boosted Comms (4),9
Hardcell Battle Refit (52)!,Expanded Hangar Bay (5),11
Hardcell Battle Refit (52)!,Advanced Projectors (6),36
Hardcell Battle Refit (52)!,Asajj Ventress (4)!,34
Hardcell Battle Refit (52)!,Swivel-Mount Batteries (8),94
Hardcell Battle Refit (52)!,Hyperwave Signal Boost (3),4
Hardcell Battle Refit (52)!,Flight Commander (3),6
Hardcell Battle Refit (52)!,Proximity Mines (4),17
Hardcell Battle Refit (52)!,Redundant Shields (8),26
Hardcell Battle Refit (52)!,General Grievous (20),15
Hardcell Battle Refit (52)!,Point-Defense Reroute (5),4
Hardcell Battle Refit (52)!,Heavy Fire Zone (4)!,7
Hardcell Battle Refit (52)!,Quad Turbolaser Cannons (10),38
Hardcell Battle Refit (52)!,XX-9 Turbolasers (5)!,32
Hardcell Battle Refit (52)!,Enhanced Armament (10),41
Hardcell Battle Refit (52)!,Engineering Captain (6),2
Hardcell Battle Refit (52)!,Tactical Expert (6),11
Hardcell Battle Refit (52)!,Flak Guns (3),15
Hardcell Battle Refit (52)!,T-Series Tactical Droid (4),56
Hardcell Battle Refit (52)!,Disposable Capacitors (3),1
Hardcell Battle Refit (52)!,Wat Tambor (5)!,4
Hardcell Battle Refit (52)!,Reactive Gunnery (4),10
Hardcell Battle Refit (52)!,DBY-827 Heavy Turbolasers (3),1
Hardcell Battle Refit (52)!,Passel Argente (6),8
Hardcell Battle Refit (52)!,Phylon Q7 Tractor Beams (6),7
Hardcell Battle Refit (52)!,Dual Turbolaser Turrets (4),2
Hardcell Battle Refit (52)!,Wat Tambor (9),4
Hardcell Battle Refit (52)!,Damage Control Officer (5)!,1
Hardcell Battle Refit (52)!,Weapons Liaison (3),3
Hardcell Battle Refit (52)!,Heavy Turbolaser Turrets (6)!,2
Hardcell Battle Refit (52)!,Navigation Officer (6),1
Hardcell Battle Refit (52)!,H9 Turbolasers (8),6
Hardcell Battle Refit (52)!,Rapid Launch Bays (6),1
Acclamator I (66)!,Assault Proton Torpedoes (4),296
Acclamator I (66)!,DBY-827 Heavy Turbolasers (3),379
Acclamator I (66)!,Clone Commander Wolffe (6),71
Acclamator I (66)!,Boosted Comms (4),1148
Acclamator I (66)!,Expanded Hangar Bay (5),1186
Acclamator I (66)!,Dual Turbolaser Turrets (5)!,27
Acclamator I (66)!,Nevoota Bee (5),1278
Acclamator I (66)!,Flight Commander (3),229
Acclamator I (66)!,Flight Controllers (6),1232
Acclamator I (66)!,Disposable Capacitors (3),4
Acclamator I (66)!,Linked Turbolaser Towers (7),555
Acclamator I (66)!,Implacable (4),366
Acclamator I (66)!,Rapid Launch Bays (6),167
Acclamator I (66)!,Chart Officer (2),14
Acclamator I (66)!,Hyperspace Rings (3),260
Acclamator I (66)!,Gunnery Team (7),80
Acclamator I (66)!,Flag Bridge (0),293
Acclamator I (66)!,XI7 Turbolasers (6),102
Acclamator I (66)!,Intensify Firepower! (6),11
Acclamator I (66)!,Ordnance Experts (4),378
Acclamator I (66)!,External Racks (4),651
Acclamator I (66)!,Swivel-Mount Batteries (8),330
Acclamator I (66)!,Boarding Troopers (3),339
Acclamator I (66)!,Clone Captain Silver (4),167
Acclamator I (66)!,Ahsoka Tano (6),308
Acclamator I (66)!,Expert Shield Tech (5),87
Acclamator I (66)!,Clone Gunners (4),202
Acclamator I (66)!,Quad Battery Turrets (5),34
Acclamator I (66)!,Intel Officer (7),72
Acclamator I (66)!,Flak Guns (3),340
Acclamator I (66)!,Weapons Liaison (3),3
Acclamator I (66)!,Ordnance Pods (3),239
Acclamator I (66)!,Skilled First Officer (1),86
Acclamator I (66)!,Mercy Mission (0),235
Acclamator I (66)!,Reserve Hangar Deck (3)!,197
Acclamator I (66)!,Wide-Area Barrage (2),25
Acclamator I (66)!,Enhanced Armament (10),13
Acclamator I (66)!,Clone Navigation Officer (4),398
Acclamator I (66)!,Assault Concussion Missiles (5),111
Acclamator I (66)!,Navigation Officer (6),5
Acclamator I (66)!,Quad Laser Turrets (5),70
Acclamator I (66)!,Rapid Reload (8)!,7
Acclamator I (66)!,Flechette Torpedoes (3),34
Acclamator I (66)!,Sensor Team (5),11
Acclamator I (66)!,Defense Liaison (3),7
Acclamator I (66)!,Veteran Gunners (5),32
Acclamator I (66)!,Point-Defense Reroute (5),13
Acclamator I (66)!,Clone Captain Zak (5),30
Acclamator I (66)!,Phylon Q7 Tractor Beams (6),19
Acclamator I (66)!,Local Fire Control (4),87
Acclamator I (66)!,Hondo Ohnaka (2),43
Acclamator I (66)!,Adi GAllia (3),135
Acclamator I (66)!,"All fighters, Follow Me! (5)",28
Acclamator I (66)!,Proximity Mines (4),78
Acclamator I (66)!,Spinal Armament (9),37
Acclamator I (66)!,Ruthless Strategists (4),36
Acclamator I (66)!,Wing Commander (6),27
Acclamator I (66)!,Tactical Expert (6),3
Acclamator I (66)!,Expanded Launchers (13)!,48
Acclamator I (66)!,Advanced Transponder Net (5),8
Acclamator I (66)!,Boarding Engineers (2),17
Acclamator I (66)!,Heavy Turbolaser Turrets (6)!,34
Acclamator I (66)!,XX-9 Turbolasers (5)!,21
Acclamator I (66)!,Barriss Offee (6),30
Acclamator I (66)!,Fire-Control Team (2),9
Acclamator I (66)!,H9 Turbolasers (8),4
Acclamator I (66)!,Veteran Captain (3)!,5
Acclamator I (66)!,Entrapment Formation! (5),1
Acclamator I (66)!,Weapons Battery Techs (5)!,3
Acclamator I (66)!,Support Officer (4)!,4
Acclamator I (66)!,Damage Control Officer (5)!,1
Acclamator I (66)!,Take Evasive Action! (6),6
Acclamator I (66)!,Hot Landing (3),10
Acclamator I (66)!,Quad Turbolaser Cannons (10),3
Acclamator I (66)!,Heavy Fire Zone (4)!,3
Acclamator I (66)!,Slaved Turrets (6),2
Acclamator I (66)!,Shields to Maximum! (6),1
Acclamator I (66)!,Engineering Captain (6),1
Acclamator I (66)!,Turbolaser Reroute Circuits (7),1
MC75 Armored Cruiser (104)!,Ezra Bridger (3),63
MC75 Armored Cruiser (104)!,Boarding Troopers (3),294
MC75 Armored Cruiser (104)!,Electronic Countermeasures (7),897
MC75 Armored Cruiser (104)!,SW-7 Ion Batteries (5),48
MC75 Armored Cruiser (104)!,Quad Battery Turrets (5),215
MC75 Armored Cruiser (104)!,Profundity (7),577
MC75 Armored Cruiser (104)!,Expert Shield Tech (5),10
MC75 Armored Cruiser (104)!,Early Warning System (7),92
MC75 Armored Cruiser (104)!,External Racks (4),815
MC75 Armored Cruiser (104)!,Point Defense Ion Cannons (4)!,494
MC75 Armored Cruiser (104)!,Dual Turbolaser Turrets (5)!,20
MC75 Armored Cruiser (104)!,Damage Control Officer (5)!,59
MC75 Armored Cruiser (104)!,Veteran Gunners (5),42
MC75 Armored Cruiser (104)!,Quad Laser Turrets (5),42
MC75 Armored Cruiser (104)!,Mon Calamari Exodus Fleet (5),144
MC75 Armored Cruiser (104)!,Walex Blissex (5),315
MC75 Armored Cruiser (104)!,Gunnery Team (7),160
MC75 Armored Cruiser (104)!,Ordnance Pods (3),156
MC75 Armored Cruiser (104)!,Enhanced Armament (10),87
MC75 Armored Cruiser (104)!,Major Derlin (7),56
MC75 Armored Cruiser (104)!,Heavy Ion Emplacements (9),140
MC75 Armored Cruiser (104)!,Aspiration (3),289
MC75 Armored Cruiser (104)!,Flight Commander (3),59
MC75 Armored Cruiser (104)!,Flight Controllers (6),171
MC75 Armored Cruiser (104)!,Rapid Launch Bays (6),130
MC75 Armored Cruiser (104)!,Leading Shots (6)!,412
MC75 Armored Cruiser (104)!,H9 Turbolasers (8),150
MC75 Armored Cruiser (104)!,XI7 Turbolasers (6),300
MC75 Armored Cruiser (104)!,Kyrsta Agate (5),42
MC75 Armored Cruiser (104)!,Local Fire Control (4),160
MC75 Armored Cruiser (104)!,Flak Guns (3),125
MC75 Armored Cruiser (104)!,DBY-827 Heavy Turbolasers (3),94
MC75 Armored Cruiser (104)!,Captain Rex (5),24
MC75 Armored Cruiser (104)!,Caitken and Shollan (6),291
MC75 Armored Cruiser (104)!,Linked Turbolaser Towers (7),235
MC75 Armored Cruiser (104)!,Reinforced Blast Doors (5),242
MC75 Armored Cruiser (104)!,Lando Calrissian (4),128
MC75 Armored Cruiser (104)!,Shriv Suurgav (6)!,20
MC75 Armored Cruiser (104)!,Expanded Launchers (13)!,76
MC75 Armored Cruiser (104)!,Phylon Q7 Tractor Beams (6),27
MC75 Armored Cruiser (104)!,Redundant Shields (8),34
MC75 Armored Cruiser (104)!,Overload Pulse (8)!,84
MC75 Armored Cruiser (104)!,Ordnance Experts (4),130
MC75 Armored Cruiser (104)!,Intel Officer (7),97
MC75 Armored Cruiser (104)!,Hondo Ohnaka (2),17
MC75 Armored Cruiser (104)!,Expanded Hangar Bay (5),109
MC75 Armored Cruiser (104)!,Hardened Bulkheads (5),60
MC75 Armored Cruiser (104)!,Ruthless Strategists (4),73
MC75 Armored Cruiser (104)!,Reserve Hangar Deck (3)!,15
MC75 Armored Cruiser (104)!,Proximity Mines (4),24
MC75 Armored Cruiser (104)!,Assault Proton Torpedoes (4),164
MC75 Armored Cruiser (104)!,NK-7 Ion Cannons (10)!,34
MC75 Armored Cruiser (104)!,Weapons Battery Techs (5)!,69
MC75 Armored Cruiser (104)!,Point-Defense Reroute (5),6
MC75 Armored Cruiser (104)!,Reactive Gunnery (4),114
MC75 Armored Cruiser (104)!,Quad Turbolaser Cannons (10),11
MC75 Armored Cruiser (104)!,Toryn Farr (7),65
MC75 Armored Cruiser (104)!,Boosted Comms (4),95
MC75 Armored Cruiser (104)!,Ray Antilles (7),122
MC75 Armored Cruiser (104)!,High-Capacity Ion Turbines (8)!,35
MC75 Armored Cruiser (104)!,General Dodonna (20),121
MC75 Armored Cruiser (104)!,Ion Cannon Batteries (5),30
MC75 Armored Cruiser (104)!,Advanced Projectors (6),93
MC75 Armored Cruiser (104)!,Fire-Control Team (2),40
MC75 Armored Cruiser (104)!,Rapid Reload (8)!,13
MC75 Armored Cruiser (104)!,MS-1 Ion Cannons (2),17
MC75 Armored Cruiser (104)!,Heavy Turbolaser Turrets (6)!,51
MC75 Armored Cruiser (104)!,Leia Organa (3),10
MC75 Armored Cruiser (104)!,Skilled First Officer (1),25
MC75 Armored Cruiser (104)!,General Draven (3),10
MC75 Armored Cruiser (104)!,Jyn Erso (4),4
MC75 Armored Cruiser (104)!,Ahsoka Tano (2),25
MC75 Armored Cruiser (104)!,Kyrsta Agate (20)!,117
MC75 Armored Cruiser (104)!,Tactical Expert (6),8
MC75 Armored Cruiser (104)!,Chart Officer (2),7
MC75 Armored Cruiser (104)!,Wing Commander (6),7
MC75 Armored Cruiser (104)!,Assault Concussion Missiles (5),66
MC75 Armored Cruiser (104)!,Sensor Team (5),7
MC75 Armored Cruiser (104)!,Flechette Torpedoes (3),24
MC75 Armored Cruiser (104)!,Flag Bridge (0),27
MC75 Armored Cruiser (104)!,Entrapment Formation! (5),1
MC75 Armored Cruiser (104)!,Adar Tallon (10),32
MC75 Armored Cruiser (104)!,XX-9 Turbolasers (5)!,69
MC75 Armored Cruiser (104)!,Slaved Turrets (6),4
MC75 Armored Cruiser (104)!,Engineering Captain (6),19
MC75 Armored Cruiser (104)!,Sabine Wren (4),6
MC75 Armored Cruiser (104)!,Wide-Area Barrage (2),12
MC75 Armored Cruiser (104)!,Weapons Liaison (3),10
MC75 Armored Cruiser (104)!,Cluster Bombs (5),2
MC75 Armored Cruiser (104)!,Boarding Engineers (2),5
MC75 Armored Cruiser (104)!,Spinal Armament (9),26
MC75 Armored Cruiser (104)!,Advanced Transponder Net (5),9
MC75 Armored Cruiser (104)!,Intensify Firepower! (6),14
MC75 Armored Cruiser (104)!,Wedge Antilles (4),4
MC75 Armored Cruiser (104)!,Veteran Captain (3)!,6
MC75 Armored Cruiser (104)!,Cham Syndulla (5),7
MC75 Armored Cruiser (104)!,Support Officer (4)!,2
MC75 Armored Cruiser (104)!,Shriv Suurgav (6),2
MC75 Armored Cruiser (104)!,Defense Liaison (3),23
MC75 Armored Cruiser (104)!,"All fighters, Follow Me! (5)",8
MC75 Armored Cruiser (104)!,Heavy Fire Zone (4)!,6
MC75 Armored Cruiser (104)!,Turbolaser Reroute Circuits (7),3
Assault Frigate Mk2 A (81)!,Intel Officer (7),70
Assault Frigate Mk2 A (81)!,Gunnery Team (7),123
Assault Frigate Mk2 A (81)!,Electronic Countermeasures (7),338
Assault Frigate Mk2 A (81)!,XI7 Turbolasers (6),52
Assault Frigate Mk2 A (81)!,Caitken and Shollan (6),176
Assault Frigate Mk2 A (81)!,Paragon (5),403
Assault Frigate Mk2 A (81)!,Major Derlin (7),128
Assault Frigate Mk2 A (81)!,Flak Guns (3),179
Assault Frigate Mk2 A (81)!,Linked Turbolaser Towers (7),587
Assault Frigate Mk2 A (81)!,Walex Blissex (5),309
Assault Frigate Mk2 A (81)!,Local Fire Control (4),177
Assault Frigate Mk2 A (81)!,Early Warning System (7),46
